pos_order_number,sku_id,qty,total_amount,order_date,promotion_code,promotion_name_zh,promotion_name_en,promotion_label,promotion_discount_amount,cashier,hybris_sync_date,mall_dollar_rebate_amount
YLS0020260304142748,H1688001_S_10112341,2,75.9,2026-03-04,PROMO_4347|PROMO_31311|PROMO_32539,"Auto 長者會員每件-$2|<FRUIT>  ALL 藍色長盒珍寶藍莓: $89.9/2盒|送檸檬碳酸1支(2)","Auto Senior Club Member -$2/pcs|<FRUIT> Buy More Save More: $89.9/2|送檸檬碳酸1支(2)",PROMOTION|RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|10.1|10.0,KMHO,"0000-00-00 00:00:00",NULL
YLS0020260304142748,H0888001_S_10145451,2,154,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,4.0,KMHO,"0000-00-00 00:00:00",NULL
YLS0020260304142748,H0888001_S_10160755,1,8,2026-03-04,PROMO_4347|PROMO_32539,"Auto 長者會員每件-$2|送檸檬碳酸1支(2)","Auto Senior Club Member -$2/pcs|送檸檬碳酸1支(2)",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|8.0,KMHO,"2000-00-08 00:00:00",NULL
YLS0020260304142748,H1888001_S_16001724,2,36,2026-03-04,PROMO_4347|PROMO_29588|PROMO_32488,"Auto 長者會員每件-$2|消費換購1件|<RM> 吸濕優惠$45/2","Auto Senior Club Member -$2/pcs|消費換購1件|<RM> 吸濕優惠$45/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|5.0|5.0,KMHO,"2000-03-06 00:00:00",NULL
TPS0120260304142757,H1688001_S_10111816,2,75.9,2026-03-04,PROMO_4347|PROMO_32410|PROMO_32539,"Auto 長者會員每件-$2|<FRUIT>  ALL 筒裝藍莓皇: $89.9/2筒|送檸檬碳酸1支(2)","Auto Senior Club Member -$2/pcs|<FRUIT> Buy More Save More: $89.9/2|送檸檬碳酸1支(2)",PROMOTION|RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|10.1|10.0,MF230991,"0000-00-00 00:00:00",NULL
TPS0120260304142757,H0888001_S_10161394,1,8,2026-03-04,PROMO_4347|PROMO_32539,"Auto 長者會員每件-$2|送檸檬碳酸1支(2)","Auto Senior Club Member -$2/pcs|送檸檬碳酸1支(2)",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|8.0,MF230991,"0000-00-00 00:00:00",NULL
KRS0020260304142746,H1688001_S_10111152,4,119.8,2026-03-04,PROMO_32494|PROMO_32539,"<FRUIT>  ALL 厄瓜多爾麒麟果: $69.9/2個|送檸檬碳酸1支(2)","<FRUIT> Buy More Save More: $69.9/2|送檸檬碳酸1支(2)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,16.2|20.0,HWCHOW,"0000-00-00 00:00:00",NULL
KRS0020260304142746,H0888001_S_10160755,1,10,2026-03-04,PROMO_26675|PROMO_32539,"<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(2)","<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(2)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|4.0,HWCHOW,"0000-00-00 00:00:00",NULL
KRS0020260304142746,H0888001_S_10161394,1,10,2026-03-04,PROMO_26675|PROMO_32539,"<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(2)","<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(2)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|4.0,HWCHOW,"0000-00-00 00:00:00",NULL
KRS0020260304142746,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,HWCHOW,"0000-00-00 00:00:00",NULL
OLY0120260304142758,H1688001_S_10111271,6,9.9,2026-03-04,PROMO_32533|PROMO_32545,"<FRUIT>  ALL 超甜蜜柑: $19.9/6個|送檸檬碳酸1支(6)","<FRUIT> Buy More Save More: $19.9/6|送檸檬碳酸1支(6)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.1|10.0,PYLAW,"0000-00-00 00:00:00",NULL
OLY0120260304142758,H0888001_S_10161394,1,10,2026-03-04,PROMO_32545,送檸檬碳酸1支(6),送檸檬碳酸1支(6),RM_DISCOUNT_SKU_LEVEL,8.0,PYLAW,"0000-00-00 00:00:00",NULL
OLY0120260304142758,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,PYLAW,"0000-00-00 00:00:00",NULL
SHE0020260304142759,H1688001_S_10111315,2,65.9,2026-03-04,PROMO_4347|PROMO_32485,"Auto 長者會員每件-$2|<FRUIT>  ALL 台灣鳳梨釋迦: $69.9/2個","Auto Senior Club Member -$2/pcs|<FRUIT> Buy More Save More: $69.9/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.1,KFHO,"0000-00-00 00:00:00",NULL
BYM0220260304142801,H1688001_S_10111838,1,29.9,2026-03-04,,,,,,MF250355,"0000-00-00 00:00:00",NULL
BYM0220260304142801,H1688001_S_10112163,1,16.8,2026-03-04,PROMO_29441,<水果>消費換購,<水果>消費換購,RM_DISCOUNT_SKU_LEVEL,1.2,MF250355,"0000-00-00 00:00:00",NULL
BYM0220260304142801,H1688001_S_10111152,2,69.9,2026-03-04,PROMO_32494,"<FRUIT>  ALL 厄瓜多爾麒麟果: $69.9/2個","<FRUIT> Buy More Save More: $69.9/2",RM_DISCOUNT_SKU_LEVEL,8.1,MF250355,"0000-00-00 00:00:00",NULL
SHE0120260304142808,H0888001_S_10158734,2,20,2026-03-04,PROMO_30468,"<RM>貴州高原紅心雞蛋 $20/2","<RM>貴州高原紅心雞蛋 $20/2",RM_DISCOUNT_SKU_LEVEL,10.0,KFHO,"0000-00-00 00:00:00",NULL
TYS0020260304142806,H1688001_S_10111282,1,68,2026-03-04,PROMO_32105,TYS,TYS,RM_DISCOUNT_SKU_LEVEL,21.9,LMCHEUNG,"0000-00-00 00:00:00",NULL
SHS0120260304142812,H0888001_S_10151676,1,52,2026-03-04,,,,,,LYCHUNG,"2000-05-02 00:00:00",NULL
SIU0020260304142814,H1688001_S_10111271,6,9.9,2026-03-04,PROMO_32533|PROMO_32545,"<FRUIT>  ALL 超甜蜜柑: $19.9/6個|送檸檬碳酸1支(6)","<FRUIT> Buy More Save More: $19.9/6|送檸檬碳酸1支(6)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.1|10.0,WSLEUNG,"0000-00-00 00:00:00",NULL
SIU0020260304142814,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,WSLEUNG,"0000-00-00 00:00:00",NULL
SIU0020260304142814,H0888001_S_10160755,1,10,2026-03-04,PROMO_32545,送檸檬碳酸1支(6),送檸檬碳酸1支(6),RM_DISCOUNT_SKU_LEVEL,8.0,WSLEUNG,"0000-00-00 00:00:00",NULL
SCE0120260304142828,H1688001_S_10111838,1,29.9,2026-03-04,,,,,,MF231188,"0000-00-00 00:00:00",NULL
WME0020260304142829,H1688001_S_10111630,1,16.9,2026-03-04,,,,,,LCCHUNG,"0000-00-00 00:00:00",NULL
TIS0020260304142839,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,YUMTONG,"0000-00-00 00:00:00",NULL
TIS0020260304142839,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,YUMTONG,"0000-00-00 00:00:00",NULL
CIS0020260304142839,H0888001_S_10156964,1,60,2026-03-04,,,,,,MANWONG,"0000-00-00 00:00:00",NULL
TKL0020260304142848,H1688001_S_10111868,1,47.9,2026-03-04,PROMO_4347|PROMO_32536,"Auto 長者會員每件-$2|送檸檬碳酸1支(1)","Auto Senior Club Member -$2/pcs|送檸檬碳酸1支(1)",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|10.0,WIWONG,"0000-00-00 00:00:00",NULL
TKL0020260304142848,H0888001_S_10161394,1,8,2026-03-04,PROMO_4347|PROMO_32536,"Auto 長者會員每件-$2|送檸檬碳酸1支(1)","Auto Senior Club Member -$2/pcs|送檸檬碳酸1支(1)",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|8.0,WIWONG,"0000-00-00 00:00:00",NULL
FTC0020260304142853,H0888001_S_10158661,2,125.8,2026-03-04,PROMO_32506,(3月狂劈價)保健品系列2件9折,(3月狂劈價)保健品系列2件9折,RM_DISCOUNT_SKU_LEVEL,14.0,MF250141,"0000-00-00 00:00:00",NULL
FTC0020260304142853,H1688001_S_10111284,1,89.9,2026-03-04,,,,,,MF250141,"0000-00-00 00:00:00",NULL
FTC0020260304142853,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,MF250141,"0000-00-00 00:00:00",NULL
FVG0220260304142757,H1688001_S_10111282,1,86.9,2026-03-04,PROMO_26885,(Auto)自取後水果買滿$50-$3,(Auto)自取後水果買滿$50-$3,RM_DISCOUNT_ORDER_LEVEL,3.0,MF240107,"0000-00-00 00:00:00",NULL
NMW0020260304142852,H0888001_S_10151675,2,145.8,2026-03-04,,,,,,SYMAK,"0000-00-00 00:00:00",NULL
NMW0020260304142852,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,SYMAK,"0000-00-00 00:00:00",NULL
MFS0220260304142854,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,MF250345,"0000-00-00 00:00:00",NULL
SRS0120260304142847,H0888001_S_10158756,1,45.9,2026-03-04,PROMO_29588,消費換購1件,消費換購1件,RM_DISCOUNT_SKU_LEVEL,6.1,WYKAN,"0000-00-00 00:00:00",NULL
SRS0120260304142847,H0888001_S_10161394,1,10,2026-03-04,PROMO_32482,"<RM> 買任何貨品 $10 換購一支","<RM> 買任何貨品 $10 換購一支",RM_DISCOUNT_SKU_LEVEL,8.0,WYKAN,"0000-00-00 00:00:00",NULL
GCS0220260304142854,H0888001_S_10160755,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,FYLEUNG,"0000-00-00 00:00:00",NULL
GCS0220260304142854,H1688001_S_10111838,1,19.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,FYLEUNG,"0000-00-00 00:00:00",NULL
LYG0020260304142858,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,KLMA,"0000-00-00 00:00:00",NULL
LYG0020260304142858,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,KLMA,"0000-00-00 00:00:00",NULL
DPA0020260304142857,H0888001_S_10158661,2,125.8,2026-03-04,PROMO_32506,(3月狂劈價)保健品系列2件9折,(3月狂劈價)保健品系列2件9折,RM_DISCOUNT_SKU_LEVEL,14.0,TKLO,"0000-00-00 00:00:00",NULL
TYS0020260304142853,H1688001_S_10111282,1,68,2026-03-04,PROMO_32105,TYS,TYS,RM_DISCOUNT_SKU_LEVEL,21.9,LMCHEUNG,"2000-06-08 00:00:00",NULL
BYM0220260304142901,H1688001_S_10111284,1,89.9,2026-03-04,,,,,,MF250355,"0000-00-00 00:00:00",NULL
BYM0220260304142901,H1688001_S_10112163,1,16.8,2026-03-04,PROMO_29441,<水果>消費換購,<水果>消費換購,RM_DISCOUNT_SKU_LEVEL,1.2,MF250355,"0000-00-00 00:00:00",NULL
DIA0020260304142903,H1688001_S_10111262,6,40,2026-03-04,PROMO_CLEARANCE_DEFAULT|PROMO_32096,"O2O門市清貨優惠|<FRUIT>  ALL 澳洲牛油果: $39.9/3個","O2O Store Clearance Discount|<FRUIT> Buy More Save More: $39.9/3",MANUAL|RM_DISCOUNT_SKU_LEVEL,39.8|10.2,MF230874,"0000-00-00 00:00:00",NULL
TWS0020260304142905,H0888001_S_10137129,1,297,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,MF250301,"0000-00-00 00:00:00",NULL
TWS0020260304142905,H1688001_S_10111868,1,57.9,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,MF250301,"0000-00-00 00:00:00",NULL
SHE0020260304142850,H1688001_S_10111838,1,29.9,2026-03-04,,,,,,KFHO,"0000-00-00 00:00:00",NULL
OLY0120260304142914,H1688001_S_10112336,1,19.9,2026-03-04,,,,,,PYLAW,"0000-00-00 00:00:00",NULL
SHE0020260304142850,H1688001_S_10111891,2,39.9,2026-03-04,PROMO_32563,"<FRUIT>  ALL 清甜秋月梨: $39.9/2個","<FRUIT> Buy More Save More: $39.9/2",RM_DISCOUNT_SKU_LEVEL,4.1,KFHO,"0000-00-00 00:00:00",NULL
OLY0120260304142914,H0888001_S_10018941,2,32.9,2026-03-04,PROMO_32146,消費換購2件,消費換購2件,RM_DISCOUNT_SKU_LEVEL,24.9,PYLAW,"2000-03-29 00:00:00",NULL
YMS0220260304142914,H0888001_S_10156964,1,60,2026-03-04,,,,,,CFLO,"0000-00-00 00:00:00",NULL
HDS0020260304142921,H1688001_S_10111879,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,LOMF,"0000-00-00 00:00:00",NULL
HDS0020260304142921,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,LOMF,"0000-00-00 00:00:00",NULL
OWS0320260304142923,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,LOMF,"0000-00-00 00:00:00",NULL
OWS0320260304142923,H0888001_S_10160755,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,LOMF,"0000-00-00 00:00:00",NULL
OWS0320260304142923,H0888001_S_10162855,1,18,2026-03-04,,,,,,LOMF,"2000-01-08 00:00:00",NULL
MFS0220260304142929,H1688001_S_10111152,2,55.9,2026-03-04,PROMO_4347|PROMO_32494|PROMO_32539,"Auto 長者會員每件-$2|<FRUIT>  ALL 厄瓜多爾麒麟果: $69.9/2個|送檸檬碳酸1支(2)","Auto Senior Club Member -$2/pcs|<FRUIT> Buy More Save More: $69.9/2|送檸檬碳酸1支(2)",PROMOTION|RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|8.1|10.0,MF250345,"0000-00-00 00:00:00",NULL
MFS0220260304142929,H0888001_S_10161394,1,8,2026-03-04,PROMO_4347|PROMO_32539,"Auto 長者會員每件-$2|送檸檬碳酸1支(2)","Auto Senior Club Member -$2/pcs|送檸檬碳酸1支(2)",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|8.0,MF250345,"0000-00-00 00:00:00",NULL
YLS0020260304142930,H0888001_S_10158734,2,20,2026-03-04,PROMO_30468,"<RM>貴州高原紅心雞蛋 $20/2","<RM>貴州高原紅心雞蛋 $20/2",RM_DISCOUNT_SKU_LEVEL,10.0,KMHO,"0000-00-00 00:00:00",NULL
YLS0020260304142930,H1688001_S_10111271,6,19.9,2026-03-04,PROMO_32533,"<FRUIT>  ALL 超甜蜜柑: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,KMHO,"0000-00-00 00:00:00",NULL
KAM0020260304142852,H0888001_S_10143148,1,35,2026-03-04,,,,,,TLCHAN,"0000-00-00 00:00:00",NULL
FVG0220260304142930,H1688001_S_10111282,1,87.9,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,MF240107,"0000-00-00 00:00:00",NULL
TYS0020260304142932,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,LMCHEUNG,"0000-00-00 00:00:00",NULL
TYS0020260304142932,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,LMCHEUNG,"0000-00-00 00:00:00",NULL
OLY0120260304142945,H0888001_S_10140119,1,76.9,2026-03-04,,,,,,PYLAW,"0000-00-00 00:00:00",NULL
OLY0120260304142945,H0888001_S_10155682,2,75.9,2026-03-04,PROMO_28403,(3月狂劈價)澳洲150日穀飼黑安格斯牛肩胛火鍋片$75.9/2,(3月狂劈價)澳洲150日穀飼黑安格斯牛肩胛火鍋片$75.9/2,RM_DISCOUNT_SKU_LEVEL,15.9,PYLAW,"0000-00-00 00:00:00",NULL
HWP0120260304142937,H0888001_S_10157922,1,64.9,2026-03-04,,,,,,HSIP,"0000-00-00 00:00:00",NULL
HWP0120260304142937,H0888001_S_10018941,2,32.9,2026-03-04,PROMO_32149,自取換購2件,自取換購2件,RM_DISCOUNT_SKU_LEVEL,24.9,HSIP,"2000-03-29 00:00:00",NULL
LEI0020260304142953,H0888001_S_10138512,4,76,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,8.0|16.0,WLCHUI,"0000-00-00 00:00:00",NULL
LEI0020260304142953,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,WLCHUI,"0000-00-00 00:00:00",NULL
OWS0320260304143000,H0888001_S_10155845,1,26,2026-03-04,,,,,,LOMF,"2000-02-06 00:00:00",NULL
STR0020260304142959,H0888001_S_10008402,8,143.6,2026-03-04,PROMO_4347|PROMO_9196,"Auto 長者會員每件-$2|大阿蘇奶1L $39.9/2","Auto Senior Club Member -$2/pcs|大阿蘇奶1L $39.9/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,16.0|16.4,NGYT,"0000-00-00 00:00:00",NULL
STR0020260304142959,H0888001_S_10153500,1,77,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,NGYT,"0000-00-00 00:00:00",NULL
STR0020260304142959,H0888001_S_10018941,2,28.9,2026-03-04,PROMO_4347|PROMO_32146,"Auto 長者會員每件-$2|消費換購2件","Auto Senior Club Member -$2/pcs|消費換購2件",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|24.9,NGYT,"0000-00-00 00:00:00",NULL
TKL0020260304143002,H1688001_S_10112163,1,16.8,2026-03-04,PROMO_29450,<水果>自取換購,<水果>自取換購,RM_DISCOUNT_SKU_LEVEL,1.2,WIWONG,"0000-00-00 00:00:00",NULL
TCS0320260304143004,H1688001_S_10111282,1,87.9,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,HYTO,"0000-00-00 00:00:00",NULL
SHS0120260304143008,H0888001_S_10139862,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,LYCHUNG,"0000-00-00 00:00:00",NULL
TIS0020260304143006,H1688001_S_10111282,2,179.8,2026-03-04,,,,,,YUMTONG,"0000-00-00 00:00:00",NULL
SRS0120260304143002,H1688001_S_10111284,1,89.9,2026-03-04,,,,,,WYKAN,"0000-00-00 00:00:00",NULL
FTC0020260304143015,H1888001_S_16001724,2,40,2026-03-04,PROMO_29588|PROMO_32488,"消費換購1件|<RM> 吸濕優惠$45/2","消費換購1件|<RM> 吸濕優惠$45/2",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,5.0|5.0,MF250141,"0000-00-00 00:00:00",NULL
FTC0020260304143015,H1688001_S_10111369,1,30.9,2026-03-04,,,,,,MF250141,"0000-00-00 00:00:00",NULL
FTC0020260304143015,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,MF250141,"0000-00-00 00:00:00",NULL
TKS0020260304143016,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,MF240155,"0000-00-00 00:00:00",NULL
OLY0120260304143019,H1688001_S_10111271,6,9.9,2026-03-04,PROMO_32533|PROMO_32545,"<FRUIT>  ALL 超甜蜜柑: $19.9/6個|送檸檬碳酸1支(6)","<FRUIT> Buy More Save More: $19.9/6|送檸檬碳酸1支(6)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.1|10.0,PYLAW,"0000-00-00 00:00:00",NULL
OLY0120260304143019,H0888001_S_10161394,1,10,2026-03-04,PROMO_32545,送檸檬碳酸1支(6),送檸檬碳酸1支(6),RM_DISCOUNT_SKU_LEVEL,8.0,PYLAW,"0000-00-00 00:00:00",NULL
WME0020260304142959,H1688001_S_10112060,3,9.9,2026-03-04,PROMO_32087|PROMO_32542,"<FRUIT>  ALL 新高梨: $19.9/3|送檸檬碳酸1支(3)","<FRUIT> Buy More Save More: $19.9/3|送檸檬碳酸1支(3)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.1|10.0,LCCHUNG,"0000-00-00 00:00:00",NULL
WME0020260304142959,H0888001_S_10161394,1,10,2026-03-04,PROMO_32542,送檸檬碳酸1支(3),送檸檬碳酸1支(3),RM_DISCOUNT_SKU_LEVEL,8.0,LCCHUNG,"0000-00-00 00:00:00",NULL
WME0020260304142959,H1688001_S_10111281,1,78.4,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,19.6,LCCHUNG,"0000-00-00 00:00:00",NULL
HDS0020260304143026,H1688001_S_10111281,1,68.6,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,29.4,LOMF,"0000-00-00 00:00:00",NULL
HDS0020260304143026,H1688001_S_10111262,3,39.9,2026-03-04,PROMO_32096,"<FRUIT>  ALL 澳洲牛油果: $39.9/3個","<FRUIT> Buy More Save More: $39.9/3",RM_DISCOUNT_SKU_LEVEL,5.1,LOMF,"0000-00-00 00:00:00",NULL
TWS0020260304143026,H1688001_S_10111284,1,74.9,2026-03-04,PROMO_32224,TWS跟價,TWS跟價,RM_DISCOUNT_SKU_LEVEL,15.0,MF250301,"0000-00-00 00:00:00",NULL
TWS0020260304143026,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,MF250301,"0000-00-00 00:00:00",NULL
MFS0220260304143034,H1688001_S_10111839,1,15.9,2026-03-04,,,,,,MF250345,"0000-00-00 00:00:00",NULL
APG0120260304143036,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,MF231063,"0000-00-00 00:00:00",NULL
SWH0020260304143041,H0888001_S_10139499,2,40,2026-03-04,PROMO_26873,"<RM>咖啡師燕麥飲品 $40/2","<RM>咖啡師燕麥飲品 $40/2",RM_DISCOUNT_SKU_LEVEL,10.0,MF240030,"0000-00-00 00:00:00",NULL
SWQ0120260304143052,H1688001_S_10111262,1,15,2026-03-04,,,,,,WUKH,"0000-00-00 00:00:00",NULL
OLY0120260304143057,H1688001_S_10112341,2,79.9,2026-03-04,PROMO_31311|PROMO_32539,"<FRUIT>  ALL 藍色長盒珍寶藍莓: $89.9/2盒|送檸檬碳酸1支(2)","<FRUIT> Buy More Save More: $89.9/2|送檸檬碳酸1支(2)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,10.1|10.0,PYLAW,"0000-00-00 00:00:00",NULL
OLY0120260304143057,H0888001_S_10161394,1,10,2026-03-04,PROMO_32539,送檸檬碳酸1支(2),送檸檬碳酸1支(2),RM_DISCOUNT_SKU_LEVEL,8.0,PYLAW,"0000-00-00 00:00:00",NULL
MET0120260304143058,H1688001_S_10111816,2,79.9,2026-03-04,PROMO_32410|PROMO_32539,"<FRUIT>  ALL 筒裝藍莓皇: $89.9/2筒|送檸檬碳酸1支(2)","<FRUIT> Buy More Save More: $89.9/2|送檸檬碳酸1支(2)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,10.1|10.0,PWCHAU,"0000-00-00 00:00:00",NULL
MET0120260304143058,H0888001_S_10160755,1,10,2026-03-04,PROMO_32539,送檸檬碳酸1支(2),送檸檬碳酸1支(2),RM_DISCOUNT_SKU_LEVEL,8.0,PWCHAU,"0000-00-00 00:00:00",NULL
DPA0020260304143058,H0888001_S_10160755,2,20,2026-03-04,PROMO_26675|PROMO_32482,"<RM> 檸檬果汁碳酸飲料 $28/2|<RM> 買任何貨品 $10 換購一支","<RM> 檸檬果汁碳酸飲料 $28/2|<RM> 買任何貨品 $10 換購一支",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,8.0|8.0,TKLO,"0000-00-00 00:00:00",NULL
TKL0020260304143109,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,WIWONG,"0000-00-00 00:00:00",NULL
TKL0020260304143109,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,WIWONG,"0000-00-00 00:00:00",NULL
TYS0020260304143107,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,LMCHEUNG,"0000-00-00 00:00:00",NULL
TYS0020260304143107,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,LMCHEUNG,"0000-00-00 00:00:00",NULL
TYS0020260304143107,H0888001_S_10018941,2,32.9,2026-03-04,PROMO_32146,消費換購2件,消費換購2件,RM_DISCOUNT_SKU_LEVEL,24.9,LMCHEUNG,"2000-03-29 00:00:00",NULL
DIA0020260304143105,H1688001_S_10111317,1,55.9,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,14.0,MF230874,"0000-00-00 00:00:00",NULL
APG0120260304143104,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,MF231063,"0000-00-00 00:00:00",NULL
